Complexity,Loss,Equation
1,0.0059678266,"0.06789871"
3,0.00055102917,"0.15308298 / x1"
4,1.3115624e-5,"0.5019785 / exp(x1)"
5,1.3115619e-5,"0.5019802 / abs(exp(x1))"
6,1.3115618e-5,"0.31340876 / exp(x1 + -0.47105232)"
8,1.3080076e-5,"abs(0.29886633 / exp(abs(x1 + -0.51885784)))"
19,1.3038365e-5,"exp((-0.26987267 - x1) + -2.7331362) * ((x1 / ((0.008531914 - (x1 + 2.7223551)) * abs(x1))) + 10.389206)"
