Complexity,Loss,Equation
1,1.3426712,"2.9583888"
2,0.09277246,"abs(x1)"
3,0.046259508,"x1 - -0.21564062"
5,0.031881295,"(0.38421902 / x1) + x1"
6,0.030235028,"sqrt((x1 * x1) + 0.9662488)"
12,0.029363295,"abs(exp(sqrt(x1 - ((x1 * 0.0693296) + 0.26594543)))) / 1.5688001"
21,0.02905268,"exp(abs(x1 - (x1 * 0.39973703))) / (sqrt((exp(x1 - (x1 * 0.41812664)) - x1) + 0.68156296) - -0.08534917)"
