Complexity,Loss,Equation
1,44.165565,"8.750501"
3,0.1047367,"x1 * x1"
5,0.09826492,"(x1 * x1) + 0.08042753"
8,0.09753141,"(0.11747027 / sqrt(x1)) + (x1 * x1)"
10,0.09720378,"abs((0.026599178 - x1) * abs(abs(x1))) - -0.15167342"
15,0.097203486,"((((0.2255296 / x1) + x1) - (0.03994807 - x1)) * (x1 * 0.49942824)) - -0.03174635"
18,0.09703447,"((-0.14280434 / x1) + abs((x1 - (0.42804497 - x1)) * ((x1 * 0.5097587) - -0.025244499))) + 0.44582903"
