Complexity,Loss,Equation
1,0.0005685539,"0.05793043"
3,0.0003328577,"0.09331277 / x1"
4,4.988329e-5,"0.09331277 / sqrt(x1)"
5,2.5960774e-6,"0.19546077 / (x1 + 1.0934818)"
6,2.5958552e-6,"abs(0.19534756 / (x1 + 1.0924069))"
11,1.0605328e-6,"abs(log((x1 / (x1 - -3.5803227)) + 0.14659274) * 0.09390061)"
