Complexity,Loss,Equation
1,44.521297,"9.216519"
3,0.10526444,"x1 * x1"
5,0.10508408,"(x1 * x1) - -0.013430192"
7,0.10409637,"((x1 * 0.9953063) * x1) + 0.056627963"
8,0.104083,"abs((-0.047511738 - x1) * (x1 * 0.9871793))"
14,0.10406691,"(-0.09008939 / ((0.16436292 - (x1 + x1)) * x1)) + abs(x1 * x1)"
15,0.100892626,"(-0.06388336 / ((x1 * 2.4426365) + -4.127181)) + abs(abs(x1 * abs(abs(x1))))"
