Complexity,Loss,Equation
1,0.00039489946,"0.007520475"
3,0.00037061394,"0.015192244 / x1"
5,0.00037026854,"0.016808383 / (x1 - -0.09636989)"
10,0.00037013806,"(0.016808383 / ((x1 * x1) - -0.09636989)) * abs(x1)"
13,0.00037002907,"abs(abs((0.0878179 / ((x1 * -0.7952922) - 0.7252045)) / (x1 + 2.601494)))"
14,0.00036996853,"abs((0.16190813 / ((x1 * -1.3220146) - 0.70035505)) / ((x1 / -1.3220146) - 4.413862))"
19,0.00036996306,"abs((0.16190813 / ((x1 * -1.3220146) - exp(-0.35616782))) / ((x1 / -1.3220146) - abs(exp(-0.37356272) + 3.7135074)))"
28,0.00036867388,"abs((-0.14423263 / (exp(-0.14423263 / ((exp((x1 / x1) / abs(x1)) - sqrt(x1)) / -1.3220146)) - (x1 * -1.3220146))) / abs(sqrt(x1) + 3.7135074))"
