Complexity,Loss,Equation
1,0.0009865356,"x1"
3,0.000838565,"x1 - -0.012164218"
5,0.0004284663,"x1 - (-0.025165819 / x1)"
7,0.00018265995,"x1 - ((-0.064781226 / x1) + 0.021010268)"
9,0.00017494136,"x1 - ((-0.28889054 / x1) * (0.11836735 / x1))"
13,0.00017481708,"abs(x1 - ((x1 + (-0.28348282 - x1)) / exp(x1 + x1)))"
15,0.00017341251,"abs(x1 - (((-0.28348282 + x1) - x1) / exp(x1 + (x1 + -0.012222257))))"
16,0.00016740127,"abs(abs(x1 - (((-0.28348282 - x1) + x1) / (-0.33578458 + exp(x1 + x1)))))"
23,0.00016569428,"abs(abs(x1 - ((x1 + (-0.27714112 - x1)) / exp(exp((((x1 + -0.5477363) - 0.6771148) / x1) + 0.24983649) + x1))))"
