Complexity,Loss,Equation
1,0.040621657,"x2_c"
3,0.0018220404,"D_lor_raw * x2_c"
5,6.4735e-6,"-0.73209316 / (0.88836044 - D_inv_raw)"
7,5.1460247e-6,"(-0.72463685 / (0.8935771 - D_inv_raw)) - -0.0024472189"
11,2.478253e-6,"(((D_lor_raw * (x2_c * -0.13073783)) + 0.7492998) * D_rat_raw) / D_inv_raw"
13,2.302193e-6,"(((-0.1802051 / D_exp_raw) + (D_lor_raw * 1.8676324)) - (x2_c * D_inv_raw)) + -0.6875513"
