Complexity,Loss,Equation
1,2.6324785,"1.0638717"
3,1.1121919,"0.12110676 / x0"
5,0.9884357,"0.19495797 / (x0 - -0.019451564)"
6,0.970139,"(0.7640193 / sqrt(x0)) + -0.6606636"
8,0.9651735,"(0.8507971 / (x0 + sqrt(x0))) + -0.3429872"
